,title,type,release_year,runtime,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,word_count,genres_weight
3527,Ghosts of War,MOVIE,2020,94,war,91,1.0,5.5,9953.0,37.368,6.0,13,0.11031402109658546
3528,Under the Eiffel Tower,MOVIE,2019,87,romance,92,1.0,5.4,1031.0,4.634,5.9,22,0.0394984402121797
3529,Trailer Park Boys: The Animated Series,SHOW,2019,25,animation,84,2.0,7.5,2983.0,12.449,7.3,38,0.006979595304856584
3530,The Great Heist,SHOW,2020,42,crime,22,1.0,7.3,2561.0,22.871,7.3,15,0.05329376206256145
3532,Friendsgiving,MOVIE,2020,95,comedy,92,1.0,4.4,2875.0,6.446,4.6,13,0.022292220482381074
3533,Jerry Seinfeld: 23 Hours to Kill,MOVIE,2020,60,comedy,92,1.0,6.7,5128.0,4.296,6.2,32,0.022292220482381074
3534,Michelle Wolf: Joke Show,MOVIE,2019,59,comedy,92,1.0,7.2,1621.0,3.234,6.8,24,0.022292220482381074
3535,Death to 2020,MOVIE,2020,71,comedy,91,1.0,6.8,38522.0,10.954,6.6,13,0.022292220482381074
3536,Lingua Franca,MOVIE,2020,95,drama,16,1.0,6.5,698.0,2.528,6.1,13,0.03650024883774565
3537,The Least Expected Day: Inside the Movistar Team 2019,SHOW,2020,30,documentation,60,3.0,7.4,765.0,3.051,7.1,53,0.016963451197455785
3539,Article 15,MOVIE,2019,130,crime,75,1.0,8.2,33033.0,6.181,7.7,10,0.05329376206256145
3540,The Life Ahead,MOVIE,2020,94,drama,71,1.0,6.8,14170.0,13.394,6.7,14,0.03650024883774565
3542,Desperados,MOVIE,2020,105,comedy,92,1.0,5.2,10269.0,8.691,6.1,10,0.022292220482381074
3543,My Holo Love,SHOW,2020,53,drama,63,1.0,7.6,2511.0,24.845,8.6,12,0.03650024883774565
3544,Ares,SHOW,2020,29,thriller,46,1.0,5.7,4389.0,7.928,6.9,4,0.08545452338467888
3545,Romance Is a Bonus Book,SHOW,2019,63,drama,63,1.0,8.0,5278.0,15.982,8.076,23,0.03650024883774565
3546,The Chosen One,SHOW,2019,44,thriller,42,2.0,5.7,701.0,7.873,8.2,14,0.08545452338467888
3547,Dave Chappelle: The Kennedy Center Mark Twain Prize,MOVIE,2020,86,comedy,92,1.0,7.4,2179.0,5.378,7.3,51,0.022292220482381074
3549,Becoming,MOVIE,2020,89,documentation,92,1.0,6.8,6349.0,9.982,7.5,8,0.016963451197455785
3550,Home for Christmas,SHOW,2019,29,comedy,72,2.0,7.7,13794.0,8.298,7.3,18,0.022292220482381074
3551,Sebastian Maniscalco: Stay Hungry,MOVIE,2019,65,comedy,92,1.0,7.0,1324.0,2.991,6.4,33,0.022292220482381074
3552,Captain Underpants: Mega Blissmas,MOVIE,2020,46,animation,92,1.0,5.2,160.0,18.41,5.8,33,0.006979595304856584
3553,Delhi Crime,SHOW,2019,35,drama,75,2.0,8.5,19158.0,11.392,8.2,11,0.03650024883774565
3554,Pup Academy,SHOW,2019,27,family,92,2.0,6.5,512.0,13.06,7.0,11,0.011507228433050508
3555,The Possessed,SHOW,2020,9,thriller,63,1.0,5.7,931.0,0.6,10.0,13,0.08545452338467888
3556,Fast & Furious Spy Racers,SHOW,2019,24,family,92,6.0,5.7,1467.0,57.899,6.946,25,0.011507228433050508
3557,1994,SHOW,2019,178,documentation,51,1.0,7.6,524.0,2.626,8.7,4,0.016963451197455785
3558,Miracle in Cell No. 7,MOVIE,2019,132,drama,68,1.0,8.2,47771.0,65.548,8.3,21,0.03650024883774565
3559,Hospital Playlist,SHOW,2020,93,drama,63,2.0,8.8,5099.0,27.612,8.983,17,0.03650024883774565
3560,The Playbook,SHOW,2020,34,documentation,92,1.0,7.4,1395.0,8.281,6.8,12,0.016963451197455785
3561,The Occupant,MOVIE,2020,103,thriller,60,1.0,6.4,17289.0,8.774,6.3,12,0.08545452338467888
3562,100 Humans: Life's Questions. Answered.,SHOW,2020,37,documentation,92,1.0,5.7,4055.0,3.447,6.4,39,0.016963451197455785
3563,Japan Sinks: 2020,SHOW,2020,26,action,74,1.0,6.4,2992.0,11.82,7.3,17,0.061918114174040764
3564,The Ripper,SHOW,2020,49,documentation,91,1.0,7.1,9461.0,4.87,6.9,10,0.016963451197455785
3565,Killer Ratings,SHOW,2019,50,documentation,42,1.0,7.6,1711.0,3.109,7.6,14,0.016963451197455785
3566,Gabriel Iglesias: One Show Fits All,MOVIE,2019,90,comedy,92,1.0,7.2,1830.0,5.845,6.8,35,0.022292220482381074
3567,The Cabin with Bert Kreischer,SHOW,2020,27,comedy,21,1.0,6.6,1637.0,4.845,8.8,29,0.022292220482381074
3568,Nikki Glaser: Bangin',MOVIE,2019,63,comedy,92,1.0,6.1,1669.0,4.226,6.6,21,0.022292220482381074
3569,Detention,SHOW,2020,49,drama,25,1.0,6.3,512.0,4.759,7.9,9,0.03650024883774565
3570,Queen Sono,SHOW,2020,43,thriller,48,2.0,5.9,1240.0,2.243,7.5,10,0.08545452338467888
3571,The Sky Is Pink,MOVIE,2019,143,family,75,1.0,7.5,8664.0,6.395,7.8,15,0.011507228433050508
3572,Alien Worlds,SHOW,2020,44,documentation,91,1.0,6.5,3596.0,12.757,6.8,12,0.016963451197455785
3573,Rise of Empires: Ottoman,SHOW,2020,45,drama,68,2.0,7.9,22274.0,14.297,7.2,24,0.03650024883774565
3574,Losers,SHOW,2019,8,documentation,91,1.0,7.6,1766.0,1.065,7.4,6,0.016963451197455785
3575,Money Heist: The Phenomenon,MOVIE,2020,57,documentation,60,1.0,7.4,3482.0,43.094,7.5,27,0.016963451197455785
3577,Freaks – You're One of Us,MOVIE,2020,93,fantasy,89,1.0,5.4,5809.0,11.865,5.7,25,0.055241979534612726
3579,Basketball or Nothing,SHOW,2019,34,documentation,92,1.0,7.4,623.0,3.315,8.3,21,0.016963451197455785
3580,How to Fix a Drug Scandal,SHOW,2020,53,documentation,92,1.0,7.0,3298.0,4.32,7.4,25,0.016963451197455785
3581,Deaf U,SHOW,2020,19,reality,92,1.0,6.4,466.0,7.534,5.8,6,0.009158442882633552
3583,Merry Happy Whatever,SHOW,2019,26,comedy,92,1.0,6.4,4542.0,4.855,6.6,20,0.022292220482381074
3584,We Are the Wave,SHOW,2019,49,drama,89,1.0,6.2,2687.0,8.768,6.0,15,0.03650024883774565
3585,Rilakkuma and Kaoru,SHOW,2019,12,animation,74,1.0,8.2,1616.0,8.237,7.4,19,0.006979595304856584
3586,Time to Hunt,MOVIE,2020,135,thriller,63,1.0,6.3,5621.0,14.681,7.2,12,0.08545452338467888
3587,Love Alarm,SHOW,2019,52,scifi,63,2.0,6.8,5534.0,106.624,8.5,10,0.10741293713508855
3588,Nobody's Looking,SHOW,2019,26,comedy,42,1.0,7.7,2024.0,3.534,7.6,16,0.022292220482381074
3589,"Sex, Explained",SHOW,2020,22,documentation,92,1.0,6.9,3215.0,63.817,6.6,14,0.016963451197455785
3590,Almost Love,MOVIE,2019,94,comedy,92,1.0,5.7,1133.0,4.298,6.4,11,0.022292220482381074
3591,The Neighbor,SHOW,2019,29,comedy,60,2.0,6.5,2152.0,11.332,6.5,12,0.022292220482381074
3592,We Are the Champions,SHOW,2020,32,documentation,92,1.0,7.1,1415.0,8.238,6.3,20,0.016963451197455785
3593,We Die Young,MOVIE,2019,93,thriller,79,1.0,5.2,4181.0,17.605,6.9,12,0.08545452338467888
3594,Jo Koy: In His Elements,MOVIE,2020,55,comedy,92,1.0,5.4,469.0,3.871,5.6,23,0.022292220482381074
3595,The Last Days of American Crime,MOVIE,2020,149,action,92,1.0,3.7,11465.0,9.916,6.7,31,0.061918114174040764
3596,Taylor Tomlinson: Quarter-Life Crisis,MOVIE,2020,61,comedy,92,1.0,7.4,3791.0,4.627,7.266,37,0.022292220482381074
3597,Who Killed Little Gregory?,SHOW,2019,60,documentation,77,1.0,7.4,2952.0,3.312,7.6,26,0.016963451197455785
3598,Until Dawn,SHOW,2020,21,reality,77,1.0,2.4,149.0,1.727,2.8,10,0.009158442882633552
3599,Lunatics,SHOW,2019,36,comedy,92,1.0,6.5,3179.0,3.871,6.2,8,0.022292220482381074
3601,Apache: The Life of Carlos Tevez,SHOW,2019,47,crime,37,1.0,7.2,1616.0,15.604,7.6,32,0.05329376206256145
3602,Vampires,SHOW,2020,40,scifi,77,1.0,5.7,1289.0,14.702,7.5,8,0.10741293713508855
3603,Jamtara – Sabka Number Ayega,SHOW,2020,27,drama,75,1.0,7.2,6319.0,4.971,7.6,28,0.03650024883774565
3604,When the Camellia Blooms,SHOW,2019,55,drama,63,1.0,7.9,2459.0,9.96,8.4,24,0.03650024883774565
3605,Human Nature,MOVIE,2019,107,documentation,92,1.0,7.7,1608.0,3.416,7.2,12,0.016963451197455785
3606,Record of Youth,SHOW,2020,73,drama,63,1.0,7.2,2381.0,16.785,8.3,15,0.03650024883774565
3607,Dating Around,SHOW,2019,27,reality,92,2.0,6.3,1208.0,5.019,5.5,13,0.009158442882633552
3608,Les de l'hoquei,SHOW,2019,51,drama,60,2.0,6.8,437.0,7.492,7.7,15,0.03650024883774565
3609,Benchwarmers 2: Breaking Balls,MOVIE,2019,90,comedy,92,1.0,4.1,967.0,6.37,4.5,30,0.022292220482381074
3610,Holiday in the Wild,MOVIE,2019,85,romance,92,1.0,6.1,15216.0,12.279,6.5,19,0.0394984402121797
3611,Self Made: Inspired by the Life of Madam C.J. Walker,SHOW,2020,47,drama,92,1.0,7.3,11711.0,10.598,7.5,52,0.03650024883774565
3612,The Last Word,SHOW,2020,41,drama,89,1.0,7.0,961.0,4.113,6.7,13,0.03650024883774565
3613,Jingle Jangle: A Christmas Journey,MOVIE,2020,122,fantasy,92,1.0,6.4,18374.0,28.329,6.65,34,0.055241979534612726
3614,The Unlisted,SHOW,2019,24,scifi,83,1.0,6.5,968.0,8.926,7.6,12,0.10741293713508855
3615,Circus of Books,MOVIE,2019,92,documentation,92,1.0,7.1,4624.0,7.515,6.9,15,0.016963451197455785
3617,Tiny Pretty Things,SHOW,2020,56,thriller,92,1.0,5.9,9252.0,23.608,7.692,18,0.08545452338467888
3618,Dangerous Lies,MOVIE,2020,96,thriller,92,1.0,5.3,16943.0,11.808,6.4,14,0.08545452338467888
3619,The Endless Trench,MOVIE,2019,148,drama,60,1.0,7.2,6400.0,10.223,7.0,18,0.03650024883774565
3620,Brené Brown: The Call to Courage,MOVIE,2019,76,documentation,92,1.0,7.7,1552.0,4.84,7.1,32,0.016963451197455785
3621,Your Name Engraved Herein,MOVIE,2020,118,drama,25,1.0,7.2,5938.0,9.885,8.2,25,0.03650024883774565
3622,Dance of the Forty One,MOVIE,2020,99,drama,42,1.0,6.8,4386.0,10.872,7.9,22,0.03650024883774565
3623,Me Against You: Mr. S's Vendetta,MOVIE,2020,64,comedy,71,1.0,1.6,370.0,8.374,8.2,32,0.022292220482381074
3624,Summertime,SHOW,2020,43,drama,71,3.0,6.0,2732.0,54.788,6.9,10,0.03650024883774565
3625,Inside Man: Most Wanted,MOVIE,2019,106,action,92,1.0,5.6,3967.0,19.139,6.6,23,0.061918114174040764
3626,Luna Nera,SHOW,2020,45,drama,71,1.0,5.9,2996.0,17.252,7.7,9,0.03650024883774565
3628,Always a Witch,SHOW,2019,38,scifi,22,2.0,6.2,2474.0,18.361,7.1,14,0.10741293713508855
3629,Morphle,SHOW,2019,10,animation,46,5.0,5.2,83.0,0.832,10.0,7,0.006979595304856584
3630,Tom Segura: Ball Hog,MOVIE,2020,70,comedy,92,1.0,7.3,2967.0,4.265,6.8,20,0.022292220482381074
3632,Secret Obsession,MOVIE,2019,97,drama,92,1.0,4.4,21578.0,18.658,5.5,16,0.03650024883774565
3633,Ultramarine Magmell,SHOW,2019,24,animation,74,1.0,6.0,627.0,10.92,7.0,19,0.006979595304856584
3634,Monarca,SHOW,2019,44,drama,51,2.0,7.8,3264.0,31.761,7.6,7,0.03650024883774565
3635,Exhibit A,SHOW,2019,36,documentation,92,1.0,6.3,1055.0,7.419,7.4,9,0.016963451197455785
3636,"Breakfast, Lunch & Dinner",SHOW,2019,44,documentation,92,1.0,6.7,1066.0,1.067,8.0,25,0.016963451197455785
3637,Iron Fists and Kung Fu Kicks,MOVIE,2019,108,documentation,83,1.0,6.6,1146.0,6.234,7.0,28,0.016963451197455785
3638,American Son,MOVIE,2019,90,drama,92,1.0,5.8,7004.0,7.334,6.1,12,0.03650024883774565
3639,"Bikram: Yogi, Guru, Predator",MOVIE,2019,86,crime,92,1.0,6.7,7525.0,8.238,6.4,28,0.05329376206256145
3640,Bethany Hamilton: Unstoppable,MOVIE,2019,99,documentation,92,1.0,7.4,736.0,2.099,7.9,29,0.016963451197455785
3641,The Unsettling,SHOW,2019,23,crime,92,1.0,5.2,717.0,7.614,6.7,14,0.05329376206256145
3642,The Goop Lab,SHOW,2020,33,documentation,21,1.0,2.5,3333.0,2.106,3.2,12,0.016963451197455785
3643,Pandemic: How to Prevent an Outbreak,SHOW,2020,48,documentation,92,1.0,6.3,2762.0,6.633,6.9,36,0.016963451197455785
3644,Coffee & Kareem,MOVIE,2020,88,crime,92,1.0,5.1,13535.0,11.17,5.5,15,0.05329376206256145
3645,Walk. Ride. Rodeo.,MOVIE,2019,100,drama,92,1.0,6.4,2407.0,14.069,7.071,18,0.03650024883774565
3646,Brother,MOVIE,2019,96,drama,77,1.0,6.7,1066.0,7.102,6.6,7,0.03650024883774565
3648,The Innocence Files,SHOW,2020,64,documentation,92,1.0,8.0,2622.0,3.368,7.4,19,0.016963451197455785
3649,Silver Skates,MOVIE,2020,136,history,49,1.0,7.1,5946.0,13.837,7.9,13,0.04340701358289938
3651,Best Leftovers Ever!,SHOW,2020,36,reality,92,1.0,5.6,526.0,1.467,6.8,20,0.009158442882633552
3652,Thomas & Friends: Marvelous Machinery,MOVIE,2020,59,fantasy,21,1.0,6.1,16.0,1.21,2.0,37,0.055241979534612726
3653,Debt Collectors,MOVIE,2020,97,action,92,1.0,5.8,4347.0,15.007,6.1,15,0.061918114174040764
3654,One Spring Night,SHOW,2019,47,drama,63,1.0,7.9,2601.0,14.852,8.4,16,0.03650024883774565
3655,Drug Squad: Costa del Sol,SHOW,2019,64,drama,60,1.0,6.7,571.0,5.835,7.0,25,0.03650024883774565
3657,The Body Remembers When the World Broke Open,MOVIE,2019,105,drama,72,1.0,6.9,757.0,3.842,7.3,44,0.03650024883774565
3660,Typewriter,SHOW,2019,50,thriller,75,1.0,6.5,3887.0,7.08,6.6,10,0.08545452338467888
3661,Kengan Ashura,SHOW,2019,25,animation,74,2.0,8.0,4869.0,85.14,8.3,13,0.006979595304856584
3664,Badla,MOVIE,2019,120,thriller,75,1.0,7.8,27539.0,10.588,7.4,5,0.08545452338467888
3666,The Show Must Go On: The Queen + Adam Lambert Story,MOVIE,2019,81,music,92,1.0,7.8,1979.0,5.053,7.5,51,0.0157071240425816
3667,Mike Birbiglia: The New One,MOVIE,2019,85,comedy,21,1.0,7.7,1845.0,1.696,7.4,27,0.022292220482381074
3669,You vs. Wild,SHOW,2019,19,reality,92,2.0,6.6,2606.0,3.864,6.7,12,0.009158442882633552
3670,Game Over,MOVIE,2019,102,drama,75,1.0,7.0,7402.0,3.286,6.3,9,0.03650024883774565
3672,Historical Roasts,SHOW,2019,29,comedy,92,1.0,5.3,1716.0,1.408,5.6,17,0.022292220482381074
3673,The Forest of Love,MOVIE,2019,151,drama,74,1.0,6.3,2522.0,13.715,6.5,18,0.03650024883774565
3674,Omniscient,SHOW,2020,46,scifi,42,1.0,6.5,2128.0,7.159,6.7,10,0.10741293713508855
3675,Mortel,SHOW,2019,52,horror,77,2.0,6.4,1452.0,8.205,7.5,6,0.15172426350096502
3676,Elisa & Marcela,MOVIE,2019,118,drama,60,1.0,6.6,4780.0,10.823,7.4,15,0.03650024883774565
3677,The Hard Way,MOVIE,2019,94,action,92,1.0,4.8,3250.0,16.86,5.4,12,0.061918114174040764
3678,The Edge of Democracy,MOVIE,2019,121,documentation,42,1.0,7.3,14758.0,6.333,7.8,21,0.016963451197455785
3679,The Crimes That Bind,MOVIE,2020,99,crime,37,1.0,6.7,3973.0,10.408,6.4,20,0.05329376206256145
3680,Put Your Head on My Shoulder,SHOW,2019,41,drama,58,1.0,8.0,2191.0,29.769,8.4,28,0.03650024883774565
3681,"Love, Guaranteed",MOVIE,2020,90,comedy,92,1.0,5.6,17352.0,12.174,6.5,16,0.022292220482381074
3682,The Kissing Booth 2,MOVIE,2020,134,comedy,91,1.0,5.7,31123.0,57.949,7.793,19,0.022292220482381074
3683,Undercover Brother 2,MOVIE,2019,85,comedy,92,1.0,3.4,690.0,4.658,3.9,20,0.022292220482381074
3684,La Révolution,SHOW,2020,46,drama,77,1.0,6.6,5598.0,8.472,6.9,13,0.03650024883774565
3686,Dear Mother,MOVIE,2020,98,comedy,76,1.0,5.8,1425.0,7.182,5.9,11,0.022292220482381074
3687,The Circle France,SHOW,2020,47,reality,77,1.0,7.4,719.0,1.33,8.7,17,0.009158442882633552
3688,The Trial,SHOW,2019,50,crime,71,1.0,7.2,3151.0,7.175,7.5,9,0.05329376206256145
3689,Touch Your Heart,SHOW,2019,63,drama,63,1.0,7.6,3252.0,22.161,8.419,16,0.03650024883774565
3690,The F**k-It List,MOVIE,2020,103,comedy,92,1.0,5.1,5866.0,12.194,6.2,16,0.022292220482381074
3691,The Minions of Midas,SHOW,2020,53,crime,60,1.0,6.6,4134.0,17.311,7.0,20,0.05329376206256145
3692,LEGO Marvel Spider-Man: Vexed by Venom,MOVIE,2019,21,animation,92,1.0,5.6,311.0,9.62,7.2,38,0.006979595304856584
3693,Ni de coña,MOVIE,2020,90,comedy,22,1.0,2.8,387.0,4.509,4.8,10,0.022292220482381074
3694,Betaal,SHOW,2020,47,thriller,75,1.0,5.4,8998.0,7.04,6.6,6,0.08545452338467888
3697,Rookie Historian Goo Hae-Ryung,SHOW,2019,43,romance,63,1.0,8.1,2060.0,24.761,8.333,30,0.0394984402121797
3698,Legend of Exorcism,SHOW,2020,20,scifi,58,2.0,7.7,93.0,16.041,9.5,18,0.10741293713508855
3699,Homecoming: A Film by Beyoncé,MOVIE,2019,137,documentation,92,1.0,7.5,7085.0,10.614,8.2,29,0.016963451197455785
3700,Beyblade Burst Surge,SHOW,2020,23,animation,74,1.0,8.3,30.0,7.501,9.7,20,0.006979595304856584
3701,Ricky Zoom,SHOW,2019,12,animation,58,2.0,6.3,95.0,1.375,7.2,10,0.006979595304856584
3702,NiNoKuni,MOVIE,2019,106,family,74,1.0,6.1,3338.0,19.73,6.7,8,0.011507228433050508
3703,Hard Kill,MOVIE,2020,98,thriller,92,1.0,3.3,19750.0,13.322,5.1,9,0.08545452338467888
3704,World Famous Lover,MOVIE,2020,156,romance,75,1.0,5.0,3206.0,2.038,6.0,18,0.0394984402121797
3705,"Hi Bye, Mama!",SHOW,2020,63,scifi,63,2.0,7.9,1639.0,27.87,8.1,13,0.10741293713508855
3706,The 2nd,MOVIE,2020,93,action,92,1.0,3.8,8590.0,12.089,5.5,7,0.061918114174040764
3707,BREAK IT ALL: The History of Rock in Latin America,SHOW,2020,50,documentation,37,1.0,7.6,1230.0,7.752,7.6,50,0.016963451197455785
3708,The Surgeon's Cut,SHOW,2020,54,documentation,21,1.0,8.5,1027.0,3.714,7.7,17,0.016963451197455785
3709,Nobody Knows I'm Here,MOVIE,2020,91,drama,27,1.0,6.5,4148.0,12.69,6.9,21,0.03650024883774565
3710,John Mulaney & The Sack Lunch Bunch,MOVIE,2019,70,comedy,92,1.0,7.4,3532.0,5.581,7.1,35,0.022292220482381074
3711,Pets United,MOVIE,2019,89,comedy,58,1.0,3.7,2754.0,65.129,5.9,11,0.022292220482381074
3712,Aziz Ansari: Right Now,MOVIE,2019,65,comedy,92,1.0,7.5,5161.0,4.989,7.4,22,0.022292220482381074
3713,Seized,MOVIE,2020,85,action,92,1.0,5.3,2270.0,12.92,6.6,6,0.061918114174040764
3714,Dolly Parton: Here I Am,MOVIE,2019,89,documentation,91,1.0,7.3,1502.0,3.26,7.7,23,0.016963451197455785
3715,My First First Love,SHOW,2019,48,drama,63,2.0,7.5,2246.0,25.264,8.3,19,0.03650024883774565
3716,Shadow,SHOW,2019,43,crime,48,1.0,6.5,969.0,1.143,6.5,6,0.05329376206256145
3717,Women of the Night,SHOW,2019,47,drama,46,2.0,6.3,879.0,7.418,6.8,18,0.03650024883774565
3718,(Un)Well,SHOW,2020,52,documentation,92,1.0,6.4,1068.0,3.075,6.7,8,0.016963451197455785
3719,Abyss,SHOW,2019,63,scifi,63,1.0,7.1,2324.0,15.15,8.3,5,0.10741293713508855
3720,The Naked Director,SHOW,2019,50,drama,74,2.0,7.7,6147.0,252.688,7.5,18,0.03650024883774565
3721,Asphalt Burning,MOVIE,2020,100,comedy,72,1.0,5.1,2315.0,18.974,5.4,15,0.022292220482381074
3722,A Secret Love,MOVIE,2020,83,documentation,92,1.0,7.8,4409.0,12.806,7.4,13,0.016963451197455785
3723,SAINT SEIYA: Knights of the Zodiac,SHOW,2019,24,animation,92,2.0,4.5,1846.0,82.799,7.337,34,0.006979595304856584
3724,All My Friends Are Dead,MOVIE,2020,95,comedy,54,1.0,5.8,6299.0,9.518,5.9,23,0.022292220482381074
3725,Rose Island,MOVIE,2020,117,drama,71,1.0,7.0,20555.0,12.682,7.1,11,0.03650024883774565
3726,The Grizzlies,MOVIE,2019,106,drama,84,1.0,7.4,2194.0,4.171,7.6,13,0.03650024883774565
3730,The School Nurse Files,SHOW,2020,51,scifi,63,1.0,6.4,1195.0,10.551,7.8,22,0.10741293713508855
3731,Skylines,SHOW,2019,57,crime,89,1.0,7.5,2658.0,3.678,7.1,8,0.05329376206256145
3732,Kidnapping Stella,MOVIE,2019,89,crime,89,1.0,4.9,6008.0,13.895,5.3,17,0.05329376206256145
3733,Jim Jefferies: Intolerant,MOVIE,2020,66,comedy,92,1.0,7.2,2872.0,5.264,7.2,25,0.022292220482381074
3734,Work It,MOVIE,2020,93,comedy,92,1.0,6.1,13242.0,14.953,7.7,7,0.022292220482381074
3735,Burning Cane,MOVIE,2019,77,drama,92,1.0,5.5,633.0,2.604,5.8,12,0.03650024883774565
3737,A Babysitter's Guide to Monster Hunting,MOVIE,2020,94,fantasy,92,1.0,5.4,4172.0,39.595,6.2,39,0.055241979534612726
3738,In Family I Trust,MOVIE,2019,94,romance,60,1.0,6.2,3194.0,5.414,6.3,17,0.0394984402121797
3740,Roped,MOVIE,2020,90,drama,92,1.0,5.4,1436.0,10.847,6.3,5,0.03650024883774565
3741,Do Do Sol Sol La La Sol,SHOW,2020,60,comedy,63,1.0,7.3,1539.0,5.02,7.8,23,0.022292220482381074
3742,A Remarkable Tale,MOVIE,2019,93,comedy,60,1.0,5.3,1251.0,7.463,5.7,17,0.022292220482381074
3743,Was It Love?,SHOW,2020,69,drama,63,1.0,7.1,907.0,4.721,8.1,12,0.03650024883774565
3745,LEGO Marvel Avengers: Climate Conundrum,SHOW,2020,39,animation,92,1.0,6.5,80.0,4.271,4.3,39,0.006979595304856584
3746,Making The Witcher,MOVIE,2020,37,documentation,91,1.0,6.8,456.0,19.659,7.6,18,0.016963451197455785
3747,Athlete A,MOVIE,2020,104,documentation,92,1.0,7.6,10861.0,11.88,7.7,9,0.016963451197455785
3748,Saaho,MOVIE,2019,171,thriller,75,1.0,5.0,19610.0,7.256,6.1,5,0.08545452338467888
3749,Trouble,MOVIE,2019,88,action,84,1.0,5.8,3281.0,17.173,6.7,7,0.061918114174040764
3750,Rocko's Modern Life: Static Cling,MOVIE,2019,45,animation,92,1.0,6.9,3865.0,10.256,6.5,33,0.006979595304856584
3752,Holiday on Mars,MOVIE,2020,93,scifi,71,1.0,2.7,583.0,6.491,3.4,15,0.10741293713508855
3754,So My Grandma's a Lesbian!,MOVIE,2019,94,comedy,60,1.0,4.3,1122.0,6.736,5.3,26,0.022292220482381074
3756,Sing On!,SHOW,2020,36,reality,92,1.0,6.4,399.0,2.441,8.5,8,0.009158442882633552
3757,Lovestruck in the City,SHOW,2020,30,drama,63,1.0,7.6,2372.0,18.949,7.763,22,0.03650024883774565
3759,Twice Upon a Time,SHOW,2019,48,drama,77,1.0,6.2,1020.0,13.245,6.6,17,0.03650024883774565
3761,Immigration Nation,SHOW,2020,63,documentation,92,1.0,7.4,1112.0,9.729,7.0,18,0.016963451197455785
3762,Terrace House: Tokyo 2019-2020,SHOW,2019,45,reality,74,4.0,7.4,706.0,9.3,7.1,30,0.009158442882633552
3763,Magical Andes,SHOW,2019,34,documentation,89,2.0,7.8,538.0,1.813,8.7,13,0.016963451197455785
3764,Mythomaniac,SHOW,2019,46,comedy,77,2.0,6.8,1303.0,3.965,6.3,11,0.022292220482381074
3765,The Trials of Gabriel Fernandez,SHOW,2020,55,crime,92,1.0,8.1,11276.0,9.821,7.5,31,0.05329376206256145
3766,Go!,MOVIE,2020,102,family,83,1.0,5.9,2913.0,9.409,6.8,3,0.011507228433050508
3767,Tiny Creatures,SHOW,2020,25,documentation,91,1.0,5.0,1241.0,6.667,6.9,14,0.016963451197455785
3768,45 RPM,SHOW,2019,57,drama,60,1.0,7.1,513.0,3.804,6.9,6,0.03650024883774565
3769,ReMastered: The Two Killings of Sam Cooke,MOVIE,2019,74,documentation,21,1.0,7.2,2269.0,3.611,6.9,41,0.016963451197455785
3770,The Circle Brazil,SHOW,2020,50,reality,42,1.0,6.8,785.0,2.586,7.3,17,0.009158442882633552
3771,Search: WWW,SHOW,2019,63,drama,63,1.0,7.8,1405.0,24.844,8.4,11,0.03650024883774565
3772,Grass Is Greener,MOVIE,2019,97,documentation,92,1.0,7.1,1345.0,2.882,6.9,16,0.016963451197455785
3774,The Big Show Show,SHOW,2020,26,comedy,92,1.0,6.3,2426.0,8.046,7.5,17,0.022292220482381074
3775,Brotherhood,SHOW,2019,51,drama,42,2.0,7.5,1356.0,7.195,8.6,11,0.03650024883774565
3776,Cooked With Cannabis,SHOW,2020,35,reality,92,1.0,6.6,351.0,1.517,10.0,20,0.009158442882633552
3777,Private Lives,SHOW,2020,67,crime,63,1.0,6.6,620.0,8.209,6.4,13,0.05329376206256145
3779,David Foster: Off the Record,MOVIE,2019,98,documentation,84,1.0,7.0,577.0,3.314,7.0,28,0.016963451197455785
3780,Double World,MOVIE,2020,110,fantasy,58,1.0,6.1,4160.0,14.66,6.7,12,0.055241979534612726
3782,Carmel: Who Killed Maria Marta?,SHOW,2020,58,documentation,37,1.0,7.0,2463.0,33.319,7.5,31,0.016963451197455785
3783,The Big Flower Fight,SHOW,2020,39,reality,92,1.0,7.4,1206.0,3.011,6.9,20,0.009158442882633552
3784,Flavorful Origins,SHOW,2019,12,documentation,58,4.0,7.6,603.0,7.066,8.3,17,0.016963451197455785
3785,The King's Avatar,SHOW,2019,36,action,58,1.0,8.2,1135.0,17.297,9.0,17,0.061918114174040764
3786,Can You Hear Me?,SHOW,2019,23,comedy,84,3.0,7.6,697.0,6.936,9.0,16,0.022292220482381074
3790,Kolaiyuthir Kaalam,MOVIE,2019,109,horror,75,1.0,2.6,411.0,4.14,4.2,18,0.15172426350096502
3791,"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",MOVIE,2020,44,documentation,84,1.0,8.6,1445.0,3.016,8.9,55,0.016963451197455785
3792,Only Mine,MOVIE,2019,87,drama,92,1.0,4.6,3165.0,14.846,5.3,9,0.03650024883774565
3793,Tom Papa: You're Doing Great!,MOVIE,2020,60,comedy,92,1.0,7.2,866.0,4.955,6.1,29,0.022292220482381074
3794,Skin Decision: Before and After,SHOW,2020,40,reality,92,1.0,5.8,413.0,1.408,8.0,31,0.009158442882633552
3795,How I Became a Super Hero,MOVIE,2020,97,action,77,1.0,5.8,5194.0,125.201,6.2,25,0.061918114174040764
