,title,type,release_year,runtime,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,word_count,genres_weight
1630,Reggie Watts: Spatial,MOVIE,2016,61,comedy,92,1.0,6.0,515.0,1.945,6.1,21,0.022292220482381074
1631,Close Your Eyes Before It's Dark,SHOW,2016,84,thriller,25,1.0,7.0,229.0,2.265,6.4,32,0.08545452338467888
1632,Best Lover,SHOW,2016,45,drama,58,1.0,6.8,82.0,3.482,9.7,10,0.03650024883774565
1635,Meet The in-Laws,MOVIE,2016,75,comedy,10,1.0,6.0,24.0,1.512,5.0,16,0.022292220482381074
1638,Chris D'Elia: Incorrigible,MOVIE,2015,83,comedy,92,1.0,6.4,1540.0,2.593,6.2,26,0.022292220482381074
1639,Miss in Kiss,SHOW,2016,27,comedy,25,1.0,7.7,98.0,2.05,8.0,12,0.022292220482381074
1640,Ordinary People,MOVIE,2016,107,drama,16,1.0,7.3,516.0,2.117,6.3,15,0.03650024883774565
1642,Couple Of Days,MOVIE,2016,103,drama,10,1.0,6.4,21.0,0.671,4.0,14,0.03650024883774565
1643,Kara Bela,MOVIE,2015,100,comedy,68,1.0,6.7,9056.0,3.656,6.6,9,0.022292220482381074
1644,Vince & Kath & James,MOVIE,2016,116,romance,16,1.0,6.8,373.0,1.936,6.4,20,0.0394984402121797
1646,Carlos Ballarta: el amor es de putos,MOVIE,2016,67,comedy,51,1.0,7.0,235.0,3.487,6.5,36,0.022292220482381074
1647,Sen Benim HerŞeyimsin,MOVIE,2016,107,comedy,68,1.0,6.2,2707.0,3.082,6.3,21,0.022292220482381074
1648,Saawan,MOVIE,2016,90,thriller,33,1.0,7.3,253.0,2.513,7.4,6,0.08545452338467888
1649,A Chaster Marriage,MOVIE,2016,93,comedy,68,1.0,5.4,874.0,1.508,5.1,18,0.022292220482381074
1651,Eddie: Strongman,MOVIE,2015,98,documentation,91,1.0,7.4,1168.0,1.814,6.8,16,0.016963451197455785
1653,Cedric the Entertainer: Live from the Ville,MOVIE,2016,60,comedy,92,1.0,6.2,696.0,1.519,6.0,43,0.022292220482381074
1654,Wedding Association 2: Circumcision,MOVIE,2015,107,comedy,68,1.0,6.3,10439.0,3.703,6.2,35,0.022292220482381074
1655,One in a Billion,MOVIE,2016,69,documentation,92,1.0,6.7,545.0,1.674,7.0,16,0.016963451197455785
1656,Brahman Naman,MOVIE,2016,94,comedy,75,1.0,5.5,1901.0,2.608,5.6,13,0.022292220482381074
1657,XV Beyond the Tryline,MOVIE,2016,91,documentation,91,1.0,6.8,76.0,1.278,7.5,21,0.016963451197455785
1658,Virunga: Gorillas in Peril,MOVIE,2015,28,documentation,92,1.0,6.6,32.0,1.46,7.0,26,0.016963451197455785
1659,Santa Banta Pvt Ltd,MOVIE,2016,112,comedy,75,1.0,2.7,283.0,2.241,3.8,19,0.022292220482381074
1660,Jada,MOVIE,2016,16,drama,92,1.0,5.4,159.0,0.886,4.0,4,0.03650024883774565
1662,Dieter Nuhr: Nuhr in Berlin,MOVIE,2016,68,comedy,89,1.0,4.7,70.0,1.004,6.2,27,0.022292220482381074
1664,Niyazi Gül Dörtnala,MOVIE,2015,106,comedy,68,1.0,4.5,3170.0,2.395,4.2,19,0.022292220482381074
1665,Sila Samayangalil,MOVIE,2016,101,drama,75,1.0,5.8,32.0,2.974,7.6,17,0.03650024883774565
1667,Love Is a Story,MOVIE,2015,107,romance,56,1.0,6.0,365.0,1.654,7.0,15,0.0394984402121797
1669,Husband Factor,MOVIE,2015,108,comedy,68,1.0,6.2,5092.0,4.497,5.8,14,0.022292220482381074
1670,Husband Factor: Resurrection,MOVIE,2016,108,comedy,68,1.0,5.3,310.0,2.76,6.1,28,0.022292220482381074
1672,The Super Parental Guardians,MOVIE,2016,115,comedy,16,1.0,4.4,208.0,1.339,6.7,28,0.022292220482381074
1674,Sam Kinison: The Scream Continues,MOVIE,2016,29,documentation,92,1.0,6.1,39.0,0.632,7.0,33,0.016963451197455785
1675,Gang of the Caribbean,MOVIE,2016,90,thriller,77,1.0,5.1,299.0,3.637,4.8,21,0.08545452338467888
1676,Kiss of Life,MOVIE,2015,102,romance,68,1.0,5.9,1248.0,1.511,4.3,12,0.0394984402121797
1677,Souk Bazaar,MOVIE,2015,97,comedy,68,1.0,5.2,1900.0,1.672,5.1,11,0.022292220482381074
1678,Everything About Her,MOVIE,2016,126,drama,16,1.0,7.2,332.0,2.11,8.1,20,0.03650024883774565
1679,The Creative Indians,SHOW,2016,29,documentation,92,4.0,8.3,45.0,0.6,9.0,20,0.016963451197455785
1682,Road To High & Low,MOVIE,2016,95,action,74,1.0,6.6,185.0,4.102,6.0,18,0.061918114174040764
1683,Back to 1989,SHOW,2016,44,scifi,25,1.0,8.0,115.0,0.688,8.4,12,0.10741293713508855
1684,The Arbitration,MOVIE,2016,100,drama,10,1.0,5.0,124.0,1.811,6.9,15,0.03650024883774565
1685,The Last Egg,MOVIE,2016,95,comedy,8,1.0,4.8,101.0,1.02,6.0,12,0.022292220482381074
1686,Jandino: Whatever it Takes,MOVIE,2016,94,comedy,46,1.0,4.5,30.0,1.4,5.0,26,0.022292220482381074
1687,Gbomo Gbomo Express,MOVIE,2015,96,drama,10,1.0,5.0,50.0,0.714,5.0,19,0.03650024883774565
1688,Janoskians: Untold and Untrue,MOVIE,2015,88,comedy,92,1.0,3.7,161.0,1.889,5.1,29,0.022292220482381074
1690,Crazy Beautiful You,MOVIE,2015,115,drama,16,1.0,7.0,853.0,2.393,7.0,19,0.03650024883774565
1693,Snervous Tyler Oakley,MOVIE,2015,82,documentation,92,1.0,5.4,473.0,2.707,5.7,21,0.016963451197455785
1694,Sommore: The Reign Continues,MOVIE,2015,92,comedy,92,1.0,7.0,79.0,0.956,7.0,28,0.022292220482381074
1695,Hajwala: The Missing Engine,MOVIE,2016,96,drama,87,1.0,2.0,255.0,1.389,6.2,27,0.03650024883774565
1696,Just the Way You Are,MOVIE,2015,107,comedy,16,1.0,6.3,511.0,2.177,7.6,20,0.022292220482381074
1697,Dedemin Fişi,MOVIE,2016,100,comedy,68,1.0,5.5,3524.0,3.847,5.8,12,0.022292220482381074
1698,The Unmarried Wife,MOVIE,2016,130,drama,16,1.0,5.9,189.0,1.812,6.5,18,0.03650024883774565
1700,My Stupid Boss,MOVIE,2016,106,comedy,35,1.0,7.1,1536.0,2.471,6.9,14,0.022292220482381074
1701,The Third Party,MOVIE,2016,118,comedy,16,1.0,6.1,275.0,2.802,5.6,15,0.022292220482381074
1702,Ojukokoro (Greed),MOVIE,2016,112,thriller,10,1.0,6.6,63.0,0.954,5.5,17,0.08545452338467888
1705,Time Out,MOVIE,2015,98,drama,75,1.0,6.0,414.0,1.167,7.2,8,0.03650024883774565
1706,Derry Girls,SHOW,2018,27,comedy,91,3.0,8.4,34026.0,16.567,8.1,11,0.022292220482381074
1707,The Sinner,SHOW,2017,45,crime,92,4.0,7.9,118746.0,51.938,7.5,10,0.05329376206256145
1708,Leave No Trace,MOVIE,2018,109,drama,84,1.0,7.1,58727.0,14.795,6.8,14,0.03650024883774565
1709,Ozark,SHOW,2017,60,drama,92,4.0,8.5,300454.0,146.805,8.245,5,0.03650024883774565
1710,Blade Runner 2049,MOVIE,2017,164,scifi,84,1.0,8.0,549712.0,67.788,7.5,17,0.10741293713508855
1711,Dark,SHOW,2017,56,scifi,89,3.0,8.7,363469.0,164.601,8.4,4,0.10741293713508855
1712,12 Strong,MOVIE,2018,131,drama,92,1.0,6.5,79980.0,67.199,6.2,9,0.03650024883774565
1713,It,MOVIE,2017,135,horror,92,1.0,7.3,527626.0,95.827,7.234,2,0.15172426350096502
1714,Legacies,SHOW,2018,41,drama,92,4.0,7.2,30634.0,230.337,8.5,8,0.03650024883774565
1715,Manifest,SHOW,2018,42,drama,92,4.0,7.1,53185.0,145.572,7.7,8,0.03650024883774565
1716,Riverdale,SHOW,2017,42,crime,92,6.0,6.6,141250.0,341.862,8.531,9,0.05329376206256145
1717,Wind River,MOVIE,2017,107,thriller,77,1.0,7.7,244463.0,26.743,7.427,10,0.08545452338467888
1718,Sorry to Bother You,MOVIE,2018,111,scifi,92,1.0,6.9,77407.0,10.334,6.8,19,0.10741293713508855
1719,Dunkirk,MOVIE,2017,107,drama,77,1.0,7.8,619645.0,36.684,7.5,7,0.03650024883774565
1720,Cobra Kai,SHOW,2018,31,action,92,5.0,8.5,166830.0,331.306,8.167,9,0.061918114174040764
1721,Vice,MOVIE,2018,132,comedy,92,1.0,7.2,139439.0,16.962,7.059,4,0.022292220482381074
1722,Mindhunter,SHOW,2017,53,drama,92,2.0,8.6,261429.0,37.904,8.0,10,0.03650024883774565
1723,Phantom Thread,MOVIE,2017,130,drama,92,1.0,7.4,130006.0,14.833,7.3,14,0.03650024883774565
1725,All American,SHOW,2018,42,drama,92,5.0,7.6,9704.0,33.102,8.272,12,0.03650024883774565
1726,You,SHOW,2018,47,crime,92,3.0,7.7,230119.0,85.558,8.1,3,0.05329376206256145
1727,Molly's Game,MOVIE,2017,140,drama,58,1.0,7.4,167955.0,25.929,7.147,12,0.03650024883774565
1728,Den of Thieves,MOVIE,2018,140,thriller,92,1.0,7.0,110108.0,47.326,6.7,14,0.08545452338467888
1729,Lost in Space,SHOW,2018,49,drama,92,3.0,7.3,98084.0,55.052,7.654,13,0.03650024883774565
1730,Bodyguard,SHOW,2018,60,war,91,2.0,8.1,118124.0,19.085,7.9,9,0.11031402109658546
1731,Rise of the Teenage Mutant Ninja Turtles,SHOW,2018,17,action,92,2.0,4.9,3153.0,17.577,6.4,40,0.061918114174040764
1732,American Vandal,SHOW,2017,33,crime,92,2.0,8.1,30399.0,17.642,7.6,15,0.05329376206256145
1733,Godless,SHOW,2017,65,drama,92,1.0,7.6,27.0,16.273,7.754,7,0.03650024883774565
1734,Somebody Feed Phil,SHOW,2018,52,documentation,92,5.0,8.2,4850.0,9.24,7.4,18,0.016963451197455785
1735,Manhunt,SHOW,2017,43,crime,92,2.0,8.1,58120.0,18.55,7.7,7,0.05329376206256145
1736,The Haunting of Hill House,SHOW,2018,58,thriller,92,1.0,8.6,231950.0,50.336,8.1,26,0.08545452338467888
1737,CHiPS,MOVIE,2017,100,action,92,1.0,6.0,46783.0,34.887,6.1,5,0.061918114174040764
1738,The Ballad of Buster Scruggs,MOVIE,2018,132,western,92,1.0,7.3,144294.0,32.555,7.145,28,0.10511877450444873
1739,Babylon Berlin,SHOW,2017,49,drama,89,4.0,8.4,23638.0,33.053,7.9,14,0.03650024883774565
1740,Altered Carbon,SHOW,2018,52,scifi,92,2.0,7.9,164872.0,52.901,7.8,14,0.10741293713508855
1741,Castlevania,SHOW,2017,26,animation,92,4.0,8.3,62722.0,50.499,8.3,11,0.006979595304856584
1742,Dirty John,SHOW,2018,44,crime,92,2.0,7.2,21280.0,15.079,7.3,10,0.05329376206256145
1743,Darkest Hour,MOVIE,2017,125,drama,91,1.0,7.4,193208.0,21.927,7.351,12,0.03650024883774565
1744,Dynasty,SHOW,2017,42,drama,92,5.0,7.2,21637.0,49.457,8.2,7,0.03650024883774565
1745,Won't You Be My Neighbor?,MOVIE,2018,95,documentation,92,1.0,8.4,25061.0,8.47,8.1,25,0.016963451197455785
1746,Good Girls,SHOW,2018,42,drama,92,4.0,7.7,50919.0,33.403,8.1,10,0.03650024883774565
1747,HAPPY!,SHOW,2017,43,scifi,92,2.0,8.1,38172.0,13.215,7.5,6,0.10741293713508855
1748,Wet Hot American Summer: Ten Years Later,SHOW,2017,27,comedy,92,1.0,6.9,8639.0,8.032,6.6,40,0.022292220482381074
1749,Workin' Moms,SHOW,2017,23,comedy,84,6.0,7.7,16488.0,23.833,7.9,12,0.022292220482381074
1750,Maniac,SHOW,2018,39,scifi,92,1.0,7.7,77069.0,14.064,7.4,6,0.10741293713508855
1751,Wild Wild Country,SHOW,2018,67,crime,92,1.0,8.1,29939.0,9.646,7.95,17,0.05329376206256145
1752,The Ritual,MOVIE,2017,94,thriller,84,1.0,6.3,95551.0,24.321,6.2,10,0.08545452338467888
1753,Anne with an E,SHOW,2017,46,drama,84,3.0,8.7,52756.0,150.37,8.8,14,0.03650024883774565
1754,Okja,MOVIE,2017,122,scifi,63,1.0,7.3,116305.0,25.911,7.415,4,0.10741293713508855
1755,The End of the F***ing World,SHOW,2017,21,drama,91,2.0,8.1,182217.0,50.694,8.2,28,0.03650024883774565
1756,Trolls: The Beat Goes On!,SHOW,2018,20,comedy,92,8.0,5.8,806.0,21.406,8.6,25,0.022292220482381074
1757,Atypical,SHOW,2017,31,comedy,92,4.0,8.3,81643.0,37.513,8.3,8,0.022292220482381074
1758,Final Score,MOVIE,2018,104,action,91,1.0,5.7,11967.0,17.411,6.1,11,0.061918114174040764
1759,A Series of Unfortunate Events,SHOW,2017,47,drama,92,3.0,7.8,59959.0,55.144,7.345,30,0.03650024883774565
1760,Charmed,SHOW,2018,40,drama,92,4.0,4.6,16533.0,92.694,7.427,7,0.03650024883774565
1761,Rumble: The Indians Who Rocked the World,MOVIE,2017,103,music,84,1.0,7.7,830.0,1.771,8.2,40,0.0157071240425816
1762,The Nightingale,MOVIE,2018,136,thriller,83,1.0,7.3,29758.0,25.696,7.2,15,0.08545452338467888
1763,Alias Grace,SHOW,2017,44,drama,84,1.0,7.7,32177.0,13.586,7.3,11,0.03650024883774565
1764,Cold Case Files,SHOW,2017,42,crime,92,2.0,7.9,1292.0,2.879,8.0,15,0.05329376206256145
1765,One Day at a Time,SHOW,2017,28,comedy,92,4.0,8.1,16167.0,17.017,8.1,17,0.022292220482381074
1766,Forgotten,MOVIE,2017,109,thriller,63,1.0,7.4,31208.0,33.53,8.0,9,0.08545452338467888
1767,Backtrace,MOVIE,2018,92,crime,84,1.0,3.8,4453.0,19.984,5.4,9,0.05329376206256145
1768,The Bureau of Magical Things,SHOW,2018,24,scifi,83,2.0,6.7,2152.0,20.189,7.5,28,0.10741293713508855
1769,Santa Clarita Diet,SHOW,2017,29,comedy,92,3.0,7.8,66326.0,19.982,7.5,18,0.022292220482381074
1770,Safe,SHOW,2018,45,drama,91,1.0,7.2,42239.0,9.531,6.9,4,0.03650024883774565
1771,Stranger,SHOW,2017,64,crime,63,2.0,8.5,8066.0,25.007,8.5,8,0.05329376206256145
1772,Set It Up,MOVIE,2018,105,romance,92,1.0,6.5,51861.0,18.364,6.9,9,0.0394984402121797
1773,Crooked House,MOVIE,2017,115,drama,91,1.0,6.3,24033.0,10.188,6.4,13,0.03650024883774565
1774,The Cloverfield Paradox,MOVIE,2018,102,horror,92,1.0,5.5,104068.0,21.122,5.6,23,0.15172426350096502
1775,What Happened to Monday,MOVIE,2017,123,scifi,77,1.0,6.8,121772.0,60.669,7.2,23,0.10741293713508855
1776,Cocomelon,SHOW,2018,6,animation,92,4.0,4.7,570.0,3.372,7.1,9,0.006979595304856584
1777,Gerald's Game,MOVIE,2017,104,horror,92,1.0,6.5,106451.0,21.014,6.4,13,0.15172426350096502
1778,Roma,MOVIE,2018,135,drama,92,1.0,7.7,155787.0,12.745,7.7,4,0.03650024883774565
1779,Adrift,MOVIE,2018,96,action,81,1.0,6.6,55597.0,17.991,6.9,6,0.061918114174040764
1780,The Beguiled,MOVIE,2017,93,drama,92,1.0,6.8,21.0,26.24,5.9,12,0.03650024883774565
1781,Disenchantment,SHOW,2018,28,scifi,92,4.0,7.2,59907.0,49.462,7.561,14,0.10741293713508855
1782,Big Mouth,SHOW,2017,27,comedy,92,6.0,7.9,76088.0,61.436,7.9,9,0.022292220482381074
1783,Ghostland,MOVIE,2018,91,thriller,84,1.0,6.4,31379.0,34.263,7.4,9,0.08545452338467888
1784,Knightfall,SHOW,2017,44,action,92,2.0,6.7,20112.0,28.09,7.0,10,0.061918114174040764
1785,GLOW,SHOW,2017,34,drama,92,4.0,8.0,45533.0,17.486,7.4,4,0.03650024883774565
1786,The Bad Batch,MOVIE,2017,119,drama,92,1.0,5.2,31275.0,18.249,5.3,13,0.03650024883774565
1787,Oats Studios,SHOW,2017,12,scifi,92,1.0,6.4,1512.0,8.612,8.0,12,0.10741293713508855
1788,Tully,MOVIE,2018,96,comedy,84,1.0,7.0,57576.0,13.592,6.8,5,0.022292220482381074
1789,Watership Down,SHOW,2018,50,animation,91,1.0,7.2,6175.0,10.0,6.9,14,0.006979595304856584
1790,The Guernsey Literary & Potato Peel Pie Society,MOVIE,2018,124,drama,91,1.0,7.3,45626.0,12.645,7.5,47,0.03650024883774565
1791,BAKI,SHOW,2018,24,drama,74,3.0,6.7,6041.0,207.49,8.1,4,0.03650024883774565
1792,The Foreigner,MOVIE,2017,113,action,75,1.0,7.0,113338.0,32.05,6.8,13,0.061918114174040764
1793,"Can't Stop, Won't Stop: A Bad Boy Story",MOVIE,2017,80,music,92,1.0,5.3,735.0,4.174,6.4,39,0.0157071240425816
1794,Outlaw King,MOVIE,2018,121,action,92,1.0,6.9,70822.0,24.14,6.8,11,0.061918114174040764
1795,Destination Wedding,MOVIE,2018,90,drama,92,1.0,6.0,29546.0,19.069,5.7,19,0.03650024883774565
1796,The Kominsky Method,SHOW,2018,26,drama,92,3.0,8.2,38900.0,18.106,7.6,19,0.03650024883774565
1797,Black Spot,SHOW,2017,55,drama,76,2.0,7.4,11068.0,17.457,7.0,10,0.03650024883774565
1798,Elite,SHOW,2018,48,thriller,60,5.0,7.4,75337.0,224.739,8.1,5,0.08545452338467888
1799,The Keepers,SHOW,2017,56,documentation,92,1.0,8.2,14.0,8.556,7.5,11,0.016963451197455785
1800,13 Reasons Why,SHOW,2017,58,drama,92,4.0,7.5,286015.0,80.574,7.748,14,0.03650024883774565
1801,Bird Box,MOVIE,2018,124,thriller,92,1.0,6.6,331070.0,47.18,6.9,8,0.08545452338467888
1802,The Babysitter,MOVIE,2017,85,comedy,92,1.0,6.4,86953.0,52.287,6.102,14,0.022292220482381074
1803,Imposters,SHOW,2017,43,drama,92,2.0,7.8,13529.0,17.273,7.3,9,0.03650024883774565
1804,Teasing Master Takagi-san,SHOW,2018,24,animation,74,3.0,7.7,2153.0,49.106,8.274,25,0.006979595304856584
1805,Narcos: Mexico,SHOW,2018,58,drama,92,3.0,8.4,82042.0,92.102,7.9,14,0.03650024883774565
1806,Black Lightning,SHOW,2018,41,action,92,4.0,6.1,24646.0,45.271,7.2,15,0.061918114174040764
1807,Salt Fat Acid Heat,SHOW,2018,43,documentation,92,1.0,7.7,2447.0,4.037,8.3,18,0.016963451197455785
1808,The Package,MOVIE,2018,94,comedy,92,1.0,5.5,17858.0,20.72,6.0,11,0.022292220482381074
1809,Replicas,MOVIE,2018,94,scifi,82,1.0,5.5,37340.0,27.644,6.1,8,0.10741293713508855
1810,Cam,MOVIE,2018,95,thriller,92,1.0,5.9,31542.0,12.204,5.8,3,0.08545452338467888
1811,Mystery Science Theater 3000,SHOW,2017,86,scifi,92,2.0,8.1,3656.0,3.279,8.0,28,0.10741293713508855
1812,Deadwind,SHOW,2018,46,crime,59,3.0,7.2,9068.0,18.234,6.6,8,0.05329376206256145
1813,My Next Guest Needs No Introduction With David Letterman,SHOW,2018,50,,92,4.0,7.8,5581.0,8.217,7.6,56,0.035310683029265745
1814,Seven Seconds,SHOW,2018,62,crime,92,1.0,7.7,15323.0,9.766,7.4,13,0.05329376206256145
1815,Queer Eye,SHOW,2018,47,reality,92,6.0,8.5,18710.0,15.751,7.8,9,0.009158442882633552
1816,Violet Evergarden,SHOW,2018,25,animation,74,1.0,8.4,20919.0,43.782,8.674,17,0.006979595304856584
1817,Rascal Does Not Dream of Bunny Girl Senpai,SHOW,2018,25,comedy,74,1.0,8.1,11117.0,61.635,8.8,42,0.022292220482381074
1818,Level 16,MOVIE,2018,102,scifi,84,1.0,6.0,11823.0,69.48,6.8,8,0.10741293713508855
1819,Abducted in Plain Sight,MOVIE,2018,91,crime,92,1.0,6.8,18165.0,9.689,6.4,23,0.05329376206256145
1820,The Meyerowitz Stories (New and Selected),MOVIE,2017,112,comedy,92,1.0,6.9,48223.0,12.045,6.5,41,0.022292220482381074
1821,James Acaster: Repertoire,SHOW,2018,52,comedy,91,1.0,8.4,3686.0,2.462,8.4,25,0.022292220482381074
1822,I Don't Feel at Home in This World Anymore,MOVIE,2017,93,drama,92,1.0,6.9,55549.0,12.544,6.5,42,0.03650024883774565
1823,Step Sisters,MOVIE,2018,104,comedy,92,1.0,5.4,4496.0,9.814,6.5,12,0.022292220482381074
1824,Devilman Crybaby,SHOW,2018,25,animation,74,1.0,7.6,19465.0,37.228,7.887,16,0.006979595304856584
1825,The Shack,MOVIE,2017,132,drama,92,1.0,6.2,35748.0,110.758,7.5,9,0.03650024883774565
1826,Hilda,SHOW,2018,25,animation,91,2.0,8.5,10283.0,18.535,8.3,5,0.006979595304856584
1827,Calibre,MOVIE,2018,101,thriller,91,1.0,6.8,28788.0,9.761,6.5,7,0.08545452338467888
1828,Apostle,MOVIE,2018,130,thriller,92,1.0,6.3,51890.0,14.414,6.1,7,0.08545452338467888
1829,Beirut,MOVIE,2018,110,thriller,92,1.0,6.4,22065.0,10.945,6.3,6,0.08545452338467888
1830,To All the Boys I've Loved Before,MOVIE,2018,100,comedy,92,1.0,7.1,101175.0,83.421,7.7,33,0.022292220482381074
1831,Collateral,SHOW,2018,57,thriller,91,1.0,6.7,17774.0,23.364,6.4,10,0.08545452338467888
1832,Cells at Work!,SHOW,2018,23,comedy,74,2.0,7.5,2270.0,16.706,8.3,14,0.022292220482381074
1833,My Little Pony: Equestria Girls,SHOW,2017,22,animation,92,1.0,6.5,661.0,11.9,8.1,31,0.006979595304856584
1834,The Dragon Prince,SHOW,2018,27,action,92,3.0,8.4,22187.0,31.275,8.3,17,0.061918114174040764
1835,Mirai,MOVIE,2018,94,fantasy,74,1.0,7.0,14983.0,52.562,7.2,5,0.055241979534612726
1836,Rust Valley Restorers,SHOW,2018,50,documentation,84,4.0,7.7,2848.0,12.127,8.1,21,0.016963451197455785
1837,Bāhubali 2: The Conclusion,MOVIE,2017,168,fantasy,75,1.0,8.2,94421.0,38.877,7.3,26,0.055241979534612726
1838,Berlin Syndrome,MOVIE,2017,116,horror,83,1.0,6.2,25149.0,15.339,6.0,15,0.15172426350096502
1839,Icarus,MOVIE,2017,121,documentation,92,1.0,7.9,49269.0,9.623,7.7,6,0.016963451197455785
1840,Five Came Back,SHOW,2017,65,war,92,1.0,8.3,4671.0,5.86,7.7,14,0.11031402109658546
1841,She-Ra and the Princesses of Power,SHOW,2018,24,scifi,92,5.0,7.8,15584.0,26.73,8.8,34,0.10741293713508855
1842,The Kindergarten Teacher,MOVIE,2018,96,drama,92,1.0,6.7,15974.0,15.809,6.6,24,0.03650024883774565
1843,Chilling Adventures of Sabrina,SHOW,2018,57,thriller,92,4.0,7.4,91958.0,80.61,8.306,30,0.08545452338467888
1844,1922,MOVIE,2017,101,horror,92,1.0,6.2,62508.0,17.275,5.9,4,0.15172426350096502
1845,Veronica,MOVIE,2017,105,horror,60,1.0,6.2,41284.0,55.175,6.2,8,0.15172426350096502
1846,Little Italy,MOVIE,2018,102,romance,84,1.0,5.7,14829.0,15.703,6.8,12,0.0394984402121797
1847,Hold the Dark,MOVIE,2018,126,thriller,92,1.0,5.6,36928.0,16.591,5.318,13,0.08545452338467888
1848,Mute,MOVIE,2018,126,scifi,91,1.0,5.4,35158.0,15.734,5.6,4,0.10741293713508855
1849,The Perfection,MOVIE,2018,90,horror,92,1.0,6.1,42403.0,12.684,6.5,14,0.15172426350096502
1850,Red Joan,MOVIE,2018,101,thriller,91,1.0,6.4,12452.0,13.425,6.7,8,0.08545452338467888
1851,Bright,MOVIE,2017,117,fantasy,92,1.0,6.3,185996.0,36.593,6.2,6,0.055241979534612726
1852,Evil Genius,SHOW,2018,48,documentation,92,1.0,7.5,27987.0,9.635,7.5,11,0.016963451197455785
1853,Everything Sucks!,SHOW,2018,24,drama,92,1.0,7.5,18621.0,17.251,7.8,17,0.03650024883774565
1854,Kodachrome,MOVIE,2017,105,drama,92,1.0,6.8,16821.0,8.641,6.8,10,0.03650024883774565
1855,The Discovery,MOVIE,2017,102,scifi,92,1.0,6.2,34092.0,11.237,6.3,13,0.10741293713508855
1856,Nightflyers,SHOW,2018,44,scifi,92,1.0,5.8,13222.0,10.291,5.6,11,0.10741293713508855
1857,Dark Tourist,SHOW,2018,41,action,80,1.0,7.5,7233.0,6.668,6.5,12,0.061918114174040764
1858,Extinction,MOVIE,2018,96,scifi,92,1.0,5.8,52635.0,28.029,6.009,10,0.10741293713508855
1859,The Book of Henry,MOVIE,2017,106,drama,92,1.0,6.5,27262.0,17.456,7.5,17,0.03650024883774565
1860,Creep 2,MOVIE,2017,80,thriller,92,1.0,6.4,25671.0,14.489,6.322,7,0.08545452338467888
1861,Speed Kills,MOVIE,2018,102,thriller,92,1.0,4.2,3244.0,14.407,5.6,11,0.08545452338467888
1862,Black Mirror: Bandersnatch,MOVIE,2018,90,drama,91,1.0,7.1,125229.0,17.397,6.8,26,0.03650024883774565
1863,The Night Comes for Us,MOVIE,2018,121,action,35,1.0,6.9,25839.0,12.473,6.8,22,0.061918114174040764
1864,Cargo,MOVIE,2017,105,drama,83,1.0,6.3,43232.0,18.142,6.4,5,0.03650024883774565
1865,Pine Gap,SHOW,2018,56,drama,83,1.0,7.1,5007.0,10.479,7.3,8,0.03650024883774565
1866,When We First Met,MOVIE,2018,97,fantasy,92,1.0,6.4,48885.0,15.879,6.6,17,0.055241979534612726
1867,Dear White People,SHOW,2017,30,comedy,92,4.0,6.1,25232.0,16.376,6.4,17,0.022292220482381074
1868,Mudbound,MOVIE,2017,135,drama,92,1.0,7.4,47676.0,9.749,7.4,8,0.03650024883774565
1869,Troy: Fall of a City,SHOW,2018,58,action,91,1.0,3.9,13815.0,12.655,6.5,20,0.061918114174040764
1870,Anon,MOVIE,2018,100,scifi,92,1.0,6.1,42608.0,21.915,5.919,4,0.10741293713508855
1871,The Forest,SHOW,2017,52,drama,77,1.0,7.2,10234.0,18.051,7.1,10,0.03650024883774565
1872,Cable Girls,SHOW,2017,46,drama,60,5.0,7.6,13855.0,44.083,7.9,11,0.03650024883774565
1873,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",MOVIE,2017,94,documentation,84,1.0,7.6,25948.0,10.704,7.6,104,0.016963451197455785
1874,A-X-L,MOVIE,2018,98,scifi,92,1.0,5.3,11920.0,32.431,6.3,5,0.10741293713508855
1875,Hell Fest,MOVIE,2018,88,horror,92,1.0,5.5,16976.0,15.417,5.6,9,0.15172426350096502
1876,Aggretsuko,SHOW,2018,17,animation,74,4.0,8.0,6195.0,13.244,7.2,10,0.006979595304856584
1877,Malevolent,MOVIE,2018,89,horror,91,1.0,4.8,13772.0,8.289,5.0,10,0.15172426350096502
1878,Jack Whitehall: Travels with My Father,SHOW,2017,48,reality,91,5.0,7.6,5482.0,5.014,7.4,38,0.009158442882633552
1879,Two Sentence Horror Stories,SHOW,2017,22,drama,92,4.0,5.5,1900.0,8.441,5.6,27,0.03650024883774565
1880,Dirty Money,SHOW,2018,63,documentation,92,2.0,8.1,9159.0,11.301,7.3,11,0.016963451197455785
1881,Requiem,SHOW,2018,58,drama,91,1.0,6.4,6553.0,11.958,6.6,7,0.03650024883774565
1882,The Rain,SHOW,2018,43,scifi,73,3.0,7.3,616.0,98.788,7.415,8,0.10741293713508855
1883,Sunderland 'Til I Die,SHOW,2018,41,documentation,91,2.0,8.1,8113.0,5.099,8.0,21,0.016963451197455785
1884,Happy as Lazzaro,MOVIE,2018,125,fantasy,71,1.0,7.5,18006.0,8.295,7.4,16,0.055241979534612726
1885,Nailed It!,SHOW,2018,33,reality,92,6.0,7.4,4742.0,8.521,7.6,10,0.009158442882633552
